employees,altman_score,piotroski_score,Decarbonization Target_Target Year,Decarbonization Target_Comprehensiveness,Decarbonization Target_Ambition p.a.,Temperature Goal,esg,Weapons,Gambling,Tobacco,Alcoholic,Environment,controversies_metric,sdg_metric
26700.0,1.41,5,2027,4.95,-0.02,1.5,23.8,0.0,0.0,0.0,0.0,0.0,10.0,5.0
7900.0,7.54,5,2025,2.96,0.43,2.5,14.6,0.0,0.0,0.0,0.0,0.0,12.0,1.0
34100.0,1.17,4,2025,3.51,0.8,1.5,14.1,0.0,0.0,0.0,0.0,0.0,8.0,4.0
72000.0,5.4,7,2030,4.66,0.92,3.5,16.5,0.0,0.0,0.0,0.0,0.0,8.0,2.0
1360.0,-0.06,5,2050,100.0,-0.73,2.0,23.5,0.0,0.0,1.0,1.0,0.0,8.0,2.0
62931.0,2.03,5,2040,100.0,-5.56,1.9,15.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0
28100.0,1.54,7,2030,100.0,-10.21,1.9,24.5,0.0,0.0,0.0,1.0,0.0,12.0,6.0
85000.0,3.33,5,2050,100.0,-3.45,1.7,21.6,0.0,0.0,0.0,0.0,0.0,12.0,4.0
37851.0,0.24,5,2030,100.0,-1.44,1.5,22.9,0.0,0.0,0.0,0.0,0.0,7.0,2.0
90000.0,4.59,6,2030,100.0,-11.72,1.7,26.8,0.0,0.0,0.0,0.0,0.0,12.0,5.0
20505.0,5.09,7,2030,100.0,-2.34,2.1,21.9,0.0,0.0,0.0,0.0,0.0,10.0,3.0
154000.0,2.68,5,2030,100.0,-6.68,2.2,10.8,0.0,0.0,0.0,0.0,0.0,12.0,5.0
104900.0,3.43,7,2050,0.71,1.12,1.4,10.6,0.0,0.0,0.0,0.0,0.0,11.0,7.0
98103.0,-0.48,6,2040,100.0,-5.43,1.7,14.5,0.0,0.0,0.0,0.0,0.0,12.0,3.0
11700.0,2.99,8,2030,3.89,0.85,2.8,21.5,0.0,0.0,0.0,0.0,0.0,12.0,8.0
85000.0,3.33,5,2050,100.0,-3.45,1.7,21.6,0.0,0.0,0.0,0.0,0.0,12.0,4.0
2100000.0,5.09,8,2040,12.01,0.29,2.2,24.9,0.0,0.0,1.0,1.0,0.0,4.0,0.0
38000.0,12.55,7,2050,100.0,-3.57,1.7,15.2,0.0,0.0,0.0,0.0,0.0,8.0,1.0
5289.0,1.41,4,2025,62.35,-13.75,1.3,20.9,0.0,0.0,0.0,0.0,0.0,10.0,1.0
73000.0,2.39,7,2030,9.59,0.5,2.9,24.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0
352.0,17.16,6,2030,50.08,-0.73,3.2,27.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0
32000.0,4.97,6,2050,100.0,-3.57,2.0,32.7,0.0,0.0,0.0,0.0,0.0,12.0,2.0
1867.0,4.35,6,2030,96.12,-0.52,3.4,15.6,0.0,0.0,0.0,1.0,0.0,12.0,2.0
5400.0,14.33,4,2024,1.36,0.7,1.5,20.3,0.0,0.0,0.0,0.0,0.0,10.0,6.0
34000.0,2.99,8,2050,100.0,-3.57,1.7,27.2,0.0,0.0,0.0,0.0,0.0,10.0,7.0
18984.0,1.98,5,2026,2.53,0.89,2.8,36.2,0.0,0.0,0.0,0.0,0.0,10.0,1.0
6760.0,2.82,7,2050,100.0,-3.57,1.4,15.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0
860.0,-0.23,5,2031,21.0,0.48,2.2,29.1,0.0,0.0,1.0,1.0,0.0,9.0,1.0
120000.0,1.66,7,2050,60.56,-1.71,2.9,14.4,0.0,0.0,0.0,0.0,0.0,10.0,7.0
7100.0,3.43,7,2040,100.0,-5.56,2.0,22.3,0.0,0.0,0.0,0.0,0.0,10.0,4.0
21000.0,2.27,8,2050,100.0,-3.57,2.9,11.9,0.0,0.0,0.0,0.0,0.0,12.0,4.0
9900.0,3.97,6,2050,5.08,0.91,3.3,15.6,0.0,0.0,0.0,0.0,0.0,9.0,3.0
7570.0,2.31,6,2025,2.04,0.97,3.0,17.9,0.0,0.0,0.0,0.0,0.0,12.0,2.0
84900.0,3.36,8,2040,100.0,-5.56,1.8,13.9,0.0,1.0,0.0,0.0,0.0,9.0,5.0
36000.0,1.15,7,2050,100.0,-3.57,2.3,34.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
100000.0,1.24,7,2050,100.0,-3.57,2.0,9.2,0.0,0.0,0.0,1.0,0.0,9.0,2.0
284000.0,3.96,7,2050,100.0,-3.57,1.9,12.6,0.0,0.0,0.0,0.0,0.0,10.0,5.0
236000.0,3.45,7,2025,6.82,-0.53,2.1,10.8,0.0,0.0,0.0,0.0,0.0,12.0,4.0
63000.0,4.97,5,2032,3.09,0.87,2.2,10.6,0.0,0.0,0.0,0.0,0.0,12.0,6.0
30705.0,1.08,7,2030,37.49,-2.42,1.8,24.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0
379.0,5.08,8,2025,15.21,-4.21,1.8,43.1,0.0,0.0,0.0,0.0,0.0,12.0,3.0
85000.0,3.33,5,2050,100.0,-3.45,1.7,21.6,0.0,0.0,0.0,0.0,0.0,12.0,4.0
17250.0,0.87,5,2050,84.62,-2.85,2.4,23.2,0.0,0.0,0.0,0.0,0.0,11.0,3.0
64088.0,4.11,7,2030,3.66,0.85,3.4,29.5,0.0,0.0,0.0,0.0,0.0,12.0,7.0
62931.0,2.03,5,2040,100.0,-5.56,1.9,15.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0
7900.0,7.54,5,2025,2.96,0.43,2.5,14.6,0.0,0.0,0.0,0.0,0.0,12.0,1.0
43000.0,9.56,7,2030,8.79,-0.15,1.5,24.3,0.0,0.0,0.0,0.0,0.0,9.0,8.0
7100.0,3.43,7,2040,100.0,-5.56,2.0,22.3,0.0,0.0,0.0,0.0,0.0,10.0,4.0
50000.0,6.42,6,2040,100.0,-5.56,1.6,15.3,0.0,0.0,0.0,0.0,0.0,12.0,6.0
1525000.0,5.47,7,2040,100.0,-5.56,2.6,29.9,0.0,0.0,0.0,1.0,0.0,6.0,0.0
26000.0,13.06,7,2030,0.77,0.95,2.7,15.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0
5126.0,15.18,4,2034,100.0,-6.4,2.8,19.5,0.0,0.0,0.0,0.0,0.0,12.0,4.0
39900.0,2.74,7,2035,99.96,-2.35,2.4,11.4,0.0,0.0,0.0,0.0,0.0,12.0,3.0
40450.0,4.46,8,2040,2.51,0.92,1.8,13.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0
9372.0,0.85,5,2050,82.5,-2.75,3.5,26.3,0.0,0.0,0.0,0.0,0.0,9.0,2.0
12177.0,0.85,6,2050,100.0,-3.57,3.3,26.1,0.0,0.0,0.0,0.0,0.0,8.0,2.0
5000.0,4.14,5,2050,100.0,-3.57,2.0,33.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0
5065.0,0.61,5,2050,2.19,1.05,1.4,20.4,0.0,0.0,0.0,0.0,0.0,8.0,3.0
45000.0,7.96,8,2030,2.8,0.83,2.0,23.1,0.0,0.0,0.0,0.0,0.0,12.0,5.0
124800.0,1.85,6,2040,5.61,0.72,2.7,17.5,0.0,0.0,0.0,0.0,0.0,10.0,4.0
64088.0,4.11,7,2030,3.66,0.85,3.4,29.5,0.0,0.0,0.0,0.0,0.0,12.0,7.0
1600.0,-0.06,5,2050,0.12,1.14,2.8,21.7,0.0,0.0,0.0,0.0,0.0,12.0,5.0
6500.0,15.06,6,2025,2.33,0.63,2.1,17.2,0.0,0.0,0.0,0.0,0.0,12.0,2.0
4667.0,1.48,6,2050,9.35,0.72,2.8,27.7,0.0,0.0,0.0,0.0,0.0,11.0,5.0
20655.0,1.44,4,2050,100.0,-3.57,1.8,30.7,0.0,0.0,0.0,0.0,0.0,10.0,3.0
126756.0,1.97,8,2040,100.0,-5.26,1.5,38.1,0.0,0.0,0.0,0.0,0.0,9.0,6.0
12847.0,3.21,5,2070,100.0,-2.04,2.1,49.4,0.0,0.0,0.0,0.0,0.0,12.0,3.0
103000.0,2.42,8,2050,100.0,-3.57,2.1,33.7,0.0,0.0,1.0,1.0,0.0,3.0,1.0
331000.0,1.9,6,2030,6.17,0.89,2.0,15.9,0.0,0.0,1.0,1.0,0.0,8.0,3.0
14375.0,0.68,6,2045,100.0,-4.35,1.3,24.8,0.0,0.0,0.0,0.0,0.0,6.0,5.0
124800.0,1.85,6,2040,5.61,0.72,2.7,17.5,0.0,0.0,0.0,0.0,0.0,10.0,4.0
733000.0,7.43,7,2035,100.0,-7.69,1.3,9.8,0.0,0.0,0.0,0.0,0.0,7.0,4.0
50000.0,5.7,7,2040,2.64,0.91,3.2,21.2,0.0,0.0,0.0,0.0,0.0,12.0,4.0
15001.0,0.82,6,2035,39.24,-2.37,1.8,26.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
45000.0,7.96,8,2030,2.8,0.83,2.0,23.1,0.0,0.0,0.0,0.0,0.0,12.0,5.0
3258.0,0.95,5,2035,21.72,-0.66,3.6,19.8,0.0,0.0,0.0,0.0,0.0,10.0,4.0
20000.0,4.09,5,2030,100.0,-4.87,3.0,27.6,0.0,0.0,0.0,0.0,0.0,10.0,6.0
13800.0,2.66,7,2050,100.0,-3.57,1.7,27.1,0.0,0.0,0.0,0.0,0.0,12.0,4.0
17000.0,1.74,6,2025,100.0,-22.52,1.4,14.3,0.0,0.0,0.0,0.0,0.0,12.0,1.0
103000.0,2.42,8,2050,100.0,-3.57,2.1,33.7,0.0,0.0,1.0,1.0,0.0,3.0,1.0
381000.0,2.81,8,2030,97.89,-2.02,2.1,23.5,0.0,0.0,0.0,1.0,0.0,7.0,1.0
28100.0,1.54,7,2030,100.0,-10.21,1.9,24.5,0.0,0.0,0.0,1.0,0.0,12.0,6.0
5550.0,5.66,9,2031,100.0,-2.28,1.8,21.6,0.0,0.0,0.0,0.0,0.0,12.0,10.0
11700.0,2.99,8,2030,3.89,0.85,2.8,21.5,0.0,0.0,0.0,0.0,0.0,12.0,8.0
67317.0,11.56,7,2031,100.0,-11.11,1.3,33.9,0.0,0.0,0.0,0.0,0.0,6.0,1.0
10600.0,20.51,6,2030,10.61,0.49,2.5,18.3,0.0,0.0,0.0,0.0,0.0,12.0,2.0
35000.0,3.9,7,2030,34.88,0.29,2.0,14.7,0.0,0.0,0.0,0.0,0.0,12.0,4.0
5400.0,14.33,4,2024,1.36,0.7,1.5,20.3,0.0,0.0,0.0,0.0,0.0,10.0,6.0
6400.0,3.87,6,2030,100.0,-0.28,1.4,31.9,0.0,0.0,1.0,1.0,0.0,6.0,3.0
324.0,0.46,5,2050,100.0,-3.45,1.5,21.1,0.0,0.0,0.0,0.0,0.0,12.0,2.0
76000.0,0.87,7,2034,58.36,-1.75,2.7,23.9,0.0,1.0,1.0,1.0,0.0,10.0,2.0
5065.0,0.61,5,2050,2.19,1.05,1.4,20.4,0.0,0.0,0.0,0.0,0.0,8.0,3.0
154000.0,2.68,5,2030,100.0,-6.68,2.2,10.8,0.0,0.0,0.0,0.0,0.0,12.0,5.0
352.0,17.16,6,2030,50.08,-0.73,3.2,27.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0
30400.0,3.47,7,2040,100.0,-5.5,2.0,25.3,0.0,0.0,0.0,0.0,0.0,5.0,1.0
11350.0,3.88,8,2030,95.6,-8.12,2.5,23.8,0.0,0.0,1.0,0.0,0.0,8.0,7.0
3670.0,3.27,8,2025,100.0,-33.32,1.7,30.1,0.0,0.0,0.0,0.0,0.0,5.0,4.0
50000.0,1.76,5,2030,5.26,0.71,1.5,26.9,0.0,0.0,0.0,0.0,0.0,7.0,7.0
5967.0,3.97,7,2050,100.0,-3.57,1.4,14.1,0.0,0.0,0.0,0.0,0.0,12.0,7.0
7570.0,3.31,4,2045,100.0,-4.35,1.3,20.8,0.0,0.0,0.0,0.0,0.0,12.0,5.0
18000.0,3.04,8,2030,31.98,0.08,2.5,26.1,0.0,0.0,0.0,0.0,0.0,12.0,1.0
70000.0,1.6,8,2030,11.29,-0.31,2.0,22.2,0.0,0.0,0.0,0.0,0.0,9.0,1.0
10891.0,0.84,6,2050,31.97,-0.32,3.4,18.5,0.0,0.0,0.0,0.0,0.0,11.0,2.0
221000.0,9.6,6,2045,100.0,-3.79,1.4,15.4,0.0,0.0,0.0,0.0,0.0,8.0,2.0
8030.0,2.66,5,2030,3.86,0.74,2.0,17.2,0.0,0.0,0.0,0.0,0.0,12.0,4.0
9200.0,0.68,6,2050,57.7,-1.58,2.0,28.4,0.0,0.0,0.0,0.0,0.0,12.0,4.0
6700.0,4.69,5,2050,100.0,-3.57,2.2,17.5,0.0,0.0,0.0,0.0,0.0,10.0,4.0
347700.0,6.87,6,2050,100.0,-3.57,1.3,16.5,0.0,0.0,0.0,0.0,0.0,9.0,5.0
104900.0,3.43,7,2050,0.71,1.12,1.4,10.6,0.0,0.0,0.0,0.0,0.0,11.0,7.0
53000.0,2.01,2,2032,29.93,-1.55,2.7,11.1,0.0,0.0,0.0,0.0,0.0,12.0,1.0
236000.0,3.45,7,2025,6.82,-0.53,2.1,10.8,0.0,0.0,0.0,0.0,0.0,12.0,4.0
20000.0,4.09,5,2030,100.0,-4.87,3.0,27.6,0.0,0.0,0.0,0.0,0.0,10.0,6.0
53000.0,2.22,5,2050,100.0,-3.57,1.6,18.2,0.0,0.0,0.0,0.0,0.0,7.0,2.0
29945.0,13.0,8,2035,47.3,-2.27,1.4,14.9,0.0,0.0,0.0,0.0,0.0,12.0,4.0
16400.0,1.51,6,2050,100.0,-3.38,1.6,15.5,0.0,0.0,1.0,1.0,0.0,6.0,2.0
5065.0,0.61,5,2050,2.19,1.05,1.4,20.4,0.0,0.0,0.0,0.0,0.0,8.0,3.0
22600.0,5.03,7,2040,100.0,-5.56,2.5,29.8,0.0,0.0,0.0,0.0,0.0,10.0,2.0
58000.0,1.62,7,2050,5.07,0.91,1.6,21.1,0.0,0.0,0.0,0.0,0.0,10.0,2.0
33142.0,1.7,7,2050,100.0,-3.57,1.9,28.7,0.0,0.0,0.0,0.0,0.0,5.0,1.0
70000.0,0.8,4,2030,99.38,-0.15,2.0,11.1,0.0,0.0,0.0,0.0,0.0,12.0,6.0
9372.0,0.85,5,2050,82.5,-2.75,3.5,26.3,0.0,0.0,0.0,0.0,0.0,9.0,2.0
13000.0,1.8,7,2027,0.84,0.9,2.7,22.7,0.0,0.0,0.0,0.0,0.0,12.0,3.0
41000.0,2.79,8,2030,77.05,-3.23,3.6,19.2,0.0,0.0,0.0,0.0,0.0,12.0,6.0
21500.0,0.94,4,2040,63.19,-1.49,2.4,24.3,0.0,0.0,1.0,1.0,0.0,9.0,3.0
16105.0,2.67,7,2030,36.4,-2.02,1.3,21.2,0.0,0.0,0.0,0.0,0.0,12.0,6.0
186600.0,2.89,7,2050,100.0,-3.57,2.9,12.6,0.0,0.0,0.0,0.0,0.0,12.0,4.0
126756.0,1.97,8,2040,100.0,-5.26,1.5,38.1,0.0,0.0,0.0,0.0,0.0,9.0,6.0
211826.0,2.81,4,2031,21.0,0.48,2.2,20.2,0.0,0.0,1.0,1.0,0.0,9.0,1.0
2849.0,0.89,5,2025,14.71,0.12,2.3,17.1,0.0,0.0,0.0,0.0,0.0,12.0,3.0
14500.0,2.62,7,2030,53.14,0.04,2.7,26.8,0.0,0.0,0.0,0.0,0.0,8.0,3.0
5800.0,1.1,4,2030,99.39,-0.18,2.5,28.6,0.0,0.0,0.0,0.0,0.0,12.0,6.0
349000.0,5.9,8,2040,3.21,0.88,3.9,16.1,0.0,0.0,0.0,0.0,0.0,10.0,5.0
12300.0,4.82,5,2035,4.09,0.81,3.8,17.4,0.0,0.0,0.0,0.0,0.0,10.0,2.0
19300.0,6.34,8,2030,96.12,-0.52,3.4,13.4,0.0,0.0,0.0,1.0,0.0,12.0,2.0
31900.0,4.87,6,2050,100.0,-3.57,1.3,14.1,0.0,0.0,0.0,0.0,0.0,11.0,3.0
139000.0,2.88,3,2050,100.0,-3.57,3.7,38.1,0.0,0.0,0.0,0.0,0.0,4.0,3.0
29836.0,1.72,5,2050,100.0,-3.57,3.6,12.2,0.0,0.0,0.0,0.0,0.0,12.0,3.0
1900.0,3.01,6,2050,4.91,0.92,4.0,32.6,0.0,0.0,0.0,0.0,0.0,9.0,4.0
32973.0,3.78,8,2050,100.0,-3.57,2.8,21.6,0.0,0.0,0.0,0.0,0.0,8.0,5.0
16500.0,1.52,8,2050,100.0,-3.57,1.4,25.3,0.0,0.0,0.0,1.0,0.0,10.0,2.0
6990.0,4.17,7,2030,0.64,1.0,3.7,24.4,0.0,0.0,0.0,0.0,0.0,12.0,5.0
53000.0,2.05,2,2032,29.93,-1.55,2.7,11.1,0.0,0.0,0.0,0.0,0.0,12.0,1.0
350.0,3.81,7,2035,100.0,-7.69,1.4,36.9,0.0,0.0,0.0,0.0,0.0,12.0,5.0
6500.0,1.14,7,2025,36.73,-0.36,1.9,19.6,0.0,0.0,0.0,0.0,0.0,12.0,7.0
1360.0,0.0,6,2050,100.0,-0.73,2.0,23.5,0.0,0.0,1.0,1.0,0.0,8.0,2.0
95000.0,8.25,6,2025,6.38,0.57,2.7,19.4,0.0,0.0,0.0,0.0,0.0,12.0,2.0
55500.0,4.38,6,2030,5.21,0.96,3.1,17.3,0.0,0.0,0.0,0.0,0.0,12.0,3.0
11430.0,1.59,6,2050,50.13,-0.9,1.3,15.4,0.0,0.0,0.0,0.0,0.0,9.0,2.0
48000.0,4.89,7,2050,100.0,-3.57,2.0,24.7,0.0,0.0,0.0,0.0,0.0,9.0,4.0
50000.0,5.56,6,2050,100.0,-3.07,2.4,21.2,0.0,0.0,1.0,1.0,0.0,7.0,1.0
51000.0,4.42,6,2030,100.0,-1.38,2.4,23.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0
211826.0,2.82,4,2031,21.0,0.48,2.2,20.2,0.0,0.0,1.0,1.0,0.0,9.0,1.0
2400.0,4.97,6,2050,100.0,-3.57,1.4,47.7,0.0,0.0,0.0,0.0,0.0,12.0,2.0
14049.0,2.16,6,2040,9.05,0.49,3.9,37.8,0.0,0.0,0.0,0.0,0.0,10.0,4.0
33400.0,0.35,2,2040,100.0,-2.77,2.4,12.5,0.0,0.0,0.0,0.0,0.0,12.0,3.0
12600.0,5.7,6,2030,29.28,-0.46,2.5,31.7,0.0,0.0,0.0,0.0,0.0,12.0,3.0
1310.0,6.51,6,2050,54.0,-1.33,1.5,24.3,0.0,0.0,0.0,0.0,0.0,10.0,5.0
9318.0,2.89,6,2050,100.0,-3.57,2.7,16.4,0.0,0.0,0.0,0.0,0.0,10.0,8.0
15000.0,2.68,5,2050,100.0,-3.45,1.9,9.5,0.0,0.0,0.0,0.0,0.0,11.0,5.0
17200.0,11.25,7,2050,100.0,-3.57,1.4,13.1,0.0,0.0,0.0,0.0,0.0,12.0,3.0
56800.0,1.86,7,2040,100.0,-5.26,1.5,22.2,0.0,0.0,0.0,0.0,0.0,9.0,6.0
18000.0,2.94,8,2030,31.98,0.08,2.5,26.1,0.0,0.0,0.0,0.0,0.0,12.0,1.0
58000.0,1.62,7,2050,5.07,0.91,1.6,21.1,0.0,0.0,0.0,0.0,0.0,10.0,2.0
14900.0,5.78,7,2040,3.79,0.84,2.6,7.6,0.0,0.0,0.0,0.0,0.0,12.0,6.0
27800.0,1.13,8,2050,100.0,-3.57,3.0,26.3,0.0,1.0,1.0,1.0,0.0,12.0,3.0
27200.0,2.57,6,2050,29.15,-0.19,1.6,31.8,0.0,0.0,0.0,0.0,0.0,5.0,1.0
7100.0,3.38,7,2040,100.0,-5.56,2.0,22.3,0.0,0.0,0.0,0.0,0.0,10.0,4.0
23000.0,4.66,4,2050,100.0,-3.57,1.3,18.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0
14058.0,2.88,7,2040,100.0,-5.56,3.1,34.5,0.0,0.0,0.0,1.0,0.0,12.0,3.0
62.0,1.04,4,2030,0.01,1.04,3.1,53.1,0.0,0.0,0.0,0.0,0.0,12.0,3.0
134.0,-5.51,4,2040,100.0,-4.06,1.7,16.2,0.0,0.0,0.0,0.0,0.0,12.0,4.0
122000.0,4.13,7,2050,100.0,-3.27,2.1,13.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0
57157.0,2.81,7,2030,5.14,0.57,2.2,27.4,0.0,0.0,0.0,0.0,0.0,10.0,2.0
70300.0,3.04,7,2050,100.0,-3.44,1.6,13.3,0.0,0.0,0.0,0.0,0.0,8.0,5.0
50000.0,1.82,5,2026,4.38,0.9,2.3,21.1,1.0,0.0,0.0,0.0,0.0,8.0,2.0
29000.0,4.81,8,2030,3.66,0.54,2.4,19.1,0.0,0.0,0.0,0.0,0.0,12.0,3.0
34300.0,1.75,4,2035,50.76,-0.6,4.0,18.3,0.0,0.0,0.0,0.0,0.0,10.0,1.0
40450.0,4.56,8,2040,2.51,0.92,1.8,13.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0
27.0,2.28,6,2050,100.0,-3.57,1.3,22.1,0.0,0.0,0.0,0.0,0.0,12.0,7.0
12237.0,6.37,7,2040,2.36,0.93,2.0,18.5,0.0,0.0,0.0,0.0,0.0,12.0,2.0
34300.0,1.75,4,2035,50.76,-0.6,4.0,18.3,0.0,0.0,0.0,0.0,0.0,10.0,1.0
38300.0,6.19,7,2050,100.0,-3.57,3.7,33.5,0.0,0.0,0.0,0.0,0.0,10.0,3.0
57157.0,2.81,7,2030,5.14,0.57,2.2,27.4,0.0,0.0,0.0,0.0,0.0,10.0,2.0
54600.0,1.7,8,2050,98.74,-3.39,2.2,30.4,0.0,0.0,0.0,0.0,0.0,11.0,3.0
2110.0,5.94,8,2034,100.0,-3.5,2.1,26.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0
2500.0,2.34,6,2050,98.74,-3.39,2.2,27.9,0.0,0.0,0.0,0.0,0.0,11.0,3.0
44610.0,0.83,6,2030,63.33,-2.97,1.7,20.4,0.0,0.0,0.0,0.0,0.0,9.0,3.0
236000.0,3.46,7,2025,6.82,-0.53,2.1,10.8,0.0,0.0,0.0,0.0,0.0,12.0,4.0
1147.0,0.25,3,2030,100.0,-4.33,1.5,20.3,0.0,0.0,0.0,0.0,0.0,10.0,7.0
282200.0,3.11,5,2030,100.0,-12.5,1.6,14.1,0.0,0.0,0.0,0.0,0.0,8.0,2.0
6414.0,0.61,4,2050,100.0,-3.57,2.2,15.5,0.0,0.0,0.0,0.0,0.0,12.0,6.0
1399.0,1.23,2,2030,10.61,0.49,2.5,33.9,0.0,0.0,0.0,0.0,0.0,12.0,2.0
19300.0,2.15,3,2030,46.22,-2.05,3.9,6.7,0.0,0.0,0.0,0.0,0.0,12.0,3.0
18984.0,1.97,5,2026,2.53,0.89,2.8,36.2,0.0,0.0,0.0,0.0,0.0,10.0,1.0
8000.0,3.34,7,2030,4.33,0.74,2.2,19.8,0.0,0.0,0.0,0.0,0.0,12.0,1.0
11200.0,25.03,6,2040,5.68,0.71,1.7,12.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0
148.0,-2.02,4,2030,0.01,1.04,3.0,14.2,0.0,0.0,0.0,0.0,0.0,12.0,2.0
1600.0,0.44,4,2048,100.0,-2.82,2.1,32.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0
768.0,-0.13,4,2050,100.0,-3.57,1.6,20.3,0.0,0.0,0.0,1.0,0.0,11.0,3.0
5300.0,1.88,5,2050,29.81,-0.26,3.5,30.4,0.0,0.0,0.0,0.0,0.0,12.0,2.0
26300.0,3.09,7,2030,0.52,0.86,2.6,17.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0
2047.0,0.02,1,2050,100.0,-3.57,2.1,15.3,0.0,0.0,0.0,0.0,0.0,12.0,4.0
14900.0,3.65,5,2040,100.0,-5.56,1.5,23.4,0.0,0.0,0.0,0.0,0.0,10.0,3.0
6200.0,2.13,5,2050,100.0,-3.57,1.3,25.7,0.0,0.0,0.0,0.0,0.0,8.0,4.0
41.0,151.41,6,2050,100.0,-3.57,1.3,8.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0
10891.0,0.85,6,2050,31.97,-0.32,3.4,18.5,0.0,0.0,0.0,0.0,0.0,11.0,2.0
20000.0,-0.43,5,2030,91.31,-3.67,2.8,13.6,0.0,0.0,0.0,0.0,0.0,10.0,4.0
254.0,3.34,3,2030,54.36,-2.56,1.8,14.7,0.0,0.0,0.0,0.0,0.0,6.0,4.0
154000.0,2.69,5,2030,100.0,-6.68,2.2,10.8,0.0,0.0,0.0,0.0,0.0,12.0,5.0
122000.0,4.12,7,2050,100.0,-3.27,2.1,13.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0
57400.0,1.85,7,2040,100.0,-5.56,1.3,9.3,0.0,0.0,0.0,0.0,0.0,12.0,4.0
777.0,-0.13,4,2050,100.0,-3.57,1.6,20.3,0.0,0.0,0.0,1.0,0.0,11.0,3.0
60000.0,0.49,7,2025,3.87,-0.32,1.7,16.1,0.0,1.0,0.0,0.0,0.0,12.0,2.0
9084.0,0.89,8,2030,3.81,1.0,1.6,19.5,0.0,0.0,0.0,0.0,0.0,12.0,3.0
19300.0,6.38,8,2030,96.12,-0.52,3.4,13.4,0.0,0.0,0.0,1.0,0.0,12.0,2.0
34000.0,9.79,4,2025,21.04,-0.25,3.3,20.8,0.0,0.0,0.0,0.0,0.0,12.0,3.0
530.0,-1.71,4,2047,0.73,1.11,2.1,19.4,0.0,0.0,0.0,0.0,0.0,12.0,1.0
